window,entry_date,exit_date,net_return,mfe,mae
2022H1,2022-05-05,2022-06-23,0.1254172296567766,0.19753086419753085,-0.017489711934156382
2022H2,2022-07-01,2022-07-12,-0.024722467262410897,0.014951627088830133,-0.04837291116974485
2022H2,2022-07-22,2022-08-22,0.002527421196727442,0.0714916151809355,-0.030008826125330956
2022H2,2022-09-19,2022-09-22,-0.03306858244029731,0.0029182879377431803,-0.035019455252918275
2022H2,2022-10-17,2022-11-23,0.07521290900941291,0.14742268041237105,-0.004123711340206171
2022H2,2022-11-28,2022-12-01,0.014671095824636993,0.025490196078431504,-0.009803921568627416
2022H2,2022-12-05,2022-12-08,-0.019163145699877204,0.00191387559808609,-0.019138755980861233
2022H2,2022-12-13,2022-12-16,-0.018491726899196315,0.0019455252918287869,-0.029182879377431914
2023H1,2023-01-03,2023-01-16,0.011146402482649309,0.041540020263424626,-0.007092198581560294
2023H1,2023-01-19,2023-02-17,-0.0009995002498750516,0.04474708171206232,-0.018482490272373697
2023H1,2023-02-24,2023-03-08,-0.006887518912449542,0.016699410609037235,-0.013752455795677854
2023H1,2023-03-10,2023-03-17,0.001950304375371248,0.029527559055118058,-0.0059055118110236116
2023H1,2023-03-20,2023-04-24,0.09437277503967412,0.15236258437801364,-0.0038572806171649487
2023H1,2023-05-04,2023-05-09,-0.02090711890431607,0.004528985507246341,-0.042572463768116076
2023H1,2023-05-10,2023-05-24,-0.018956935912365358,0.013245033112582849,-0.026490066225165587
2023H2,2023-07-03,2023-07-10,-0.013608244421478566,0.014563106796116498,-0.01650485436893212
2023H2,2023-08-01,2023-08-15,-0.040235169424351125,0.008056394763343189,-0.059415911379657516
2023H2,2023-08-30,2023-09-13,-0.02842718028525315,0.028511087645195277,-0.04540654699049618
2023H2,2023-09-28,2023-10-17,-0.00874369017041865,0.02214839424141757,-0.013289036544850474
2023H2,2023-10-30,2023-11-23,0.012623233837626646,0.06818181818181812,-0.001136363636363602
2023H2,2023-12-11,2023-12-18,-0.017989304667394235,0.0226757369614512,-0.027210884353741527
2023H2,2023-12-25,2023-12-28,-0.01720576559923981,0.012746234067207318,-0.024333719582850577
2024H1,2024-01-02,2024-01-05,-0.035368783498159306,0.0011467889908256534,-0.056192660550458795
2024H1,2024-01-26,2024-01-31,-0.09170159165941316,0.0,-0.10741687979539649
2024H1,2024-02-07,2024-03-15,0.10835055445250363,0.14459459459459456,-0.006756756756756799
2024H1,2024-03-19,2024-03-22,-0.02588563369560748,0.0011862396204034287,-0.037959667852906165
2024H1,2024-03-29,2024-04-08,-0.007411570209760243,0.020539152759948776,-0.028241335044929428
2024H1,2024-04-19,2024-04-24,-0.018110180746254034,0.0013175230566535578,-0.030303030303030276
2024H1,2024-04-25,2024-05-16,0.018900908111681325,0.06640106241699884,-0.007968127490039834
2024H1,2024-06-03,2024-06-26,-0.03644367041183749,0.03285151116951379,-0.04073587385019717
2024H2,2024-07-11,2024-07-30,-0.02262873975732027,0.048714479025710355,-0.02976995940460081
2024H2,2024-08-01,2024-08-06,-0.045457637673310014,0.005235602094240788,-0.054973821989528826
2024H2,2024-09-02,2024-09-05,-0.026361995307000896,0.004231311706629048,-0.03526093088857529
2024H2,2024-09-25,2024-11-04,0.39338095828718433,0.616835994194485,-0.015965166908562978
2024H2,2024-11-06,2024-11-18,-0.010755364505247278,0.080078125,-0.037109375
2024H2,2024-12-02,2024-12-05,-0.016487880090962026,0.015503875968992276,-0.016472868217054404
2024H2,2024-12-11,2024-12-16,-0.02128867867806916,0.0067698259187620735,-0.03771760154738879
2025H1,2025-01-08,2025-01-13,-0.02036787728584688,0.02448979591836742,-0.020408163265306145
2025H1,2025-01-15,2025-03-14,0.09172210302034611,0.16666666666666674,-0.03093812375249505
2025H1,2025-03-28,2025-04-02,-0.014168998363341623,0.005649717514124353,-0.025423728813559476
2025H1,2025-04-14,2025-04-24,-0.009603332305139212,0.00382775119617218,-0.025837320574162548
2025H1,2025-05-08,2025-05-13,-0.009562361676304754,0.003809523809523707,-0.021904761904761982
2025H1,2025-05-15,2025-05-20,-0.01739236559326529,0.0,-0.027027027027027084
2025H2,2025-07-01,2025-10-17,0.4080460161456234,0.5865758754863812,-0.026264591439688845
2025H2,2025-10-22,2025-10-31,0.04274204705556839,0.07415254237288127,-0.012005649717514166
2025H2,2025-12-02,2025-12-05,-0.005423118698953067,0.0036900369003691758,-0.02730627306273048
2025H2,2025-12-08,2025-12-12,-0.00247731164003806,0.02440828402366857,-0.011094674556213158
2025H2,2025-12-15,2025-12-25,0.008542752870442483,0.016164584864070575,-0.03747244673034522
